epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,batch_size,epoch_time,eval_time,memory_allocated,memory_reserved,gradient_diversity
100,0.015934222489595414,99.908,0.010044542300701141,"tensor(70.0300, device='cuda:0')",0.020000000000000004,2048,0,2.3064093589782715,147.67,39058.0,1.9035
101,0.016636749915778636,99.896,0.01009273914694786,"tensor(69.9700, device='cuda:0')",0.020000000000000004,2048,0,2.243119955062866,147.67,39058.0,0.0
102,0.015906723998486996,99.898,0.010008347743749618,"tensor(70.0800, device='cuda:0')",0.020000000000000004,2048,0,2.261756658554077,147.67,39058.0,0.0
103,0.015777165666222573,99.89,0.009895170032978058,"tensor(70.1100, device='cuda:0')",0.020000000000000004,2048,0,2.2401680946350098,147.67,39058.0,0.0
104,0.016186597757041454,99.908,0.009924888515472413,"tensor(69.9600, device='cuda:0')",0.020000000000000004,2048,0,2.2984237670898438,147.67,39058.0,0.0
105,0.01568772777915001,99.908,0.009915370213985444,"tensor(69.9700, device='cuda:0')",0.020000000000000004,2048,0,2.2357263565063477,147.67,39058.0,0.0
106,0.015607882998883724,99.918,0.00989699004292488,"tensor(69.6700, device='cuda:0')",0.020000000000000004,2048,0,2.237706184387207,147.67,39058.0,0.0
107,0.015439230352640151,99.898,0.009894084256887436,"tensor(69.9200, device='cuda:0')",0.020000000000000004,2048,0,2.2171976566314697,147.67,39058.0,0.0
108,0.015748995169997216,99.91,0.009853215682506562,"tensor(70.0400, device='cuda:0')",0.020000000000000004,2048,0,2.2387759685516357,147.67,39058.0,0.0
109,0.015862069949507715,99.888,0.009786977502703667,"tensor(70.1500, device='cuda:0')",0.020000000000000004,2048,0,2.2250523567199707,147.67,39058.0,0.0
110,0.015290484316647052,99.92,0.009813810247182846,"tensor(70.1600, device='cuda:0')",0.020000000000000004,2048,0,2.225430727005005,147.67,39058.0,1.9002
111,0.015301180221140385,99.916,0.009916516727209092,"tensor(70.0600, device='cuda:0')",0.020000000000000004,2048,0,2.250814914703369,147.67,39058.0,0.0
112,0.015300450026988982,99.92,0.009836683815717697,"tensor(69.8900, device='cuda:0')",0.020000000000000004,2048,0,2.232245445251465,147.67,39058.0,0.0
113,0.01565824244171381,99.912,0.009838523590564727,"tensor(70.2100, device='cuda:0')",0.020000000000000004,2048,0,2.3670132160186768,147.67,39058.0,0.0
114,0.015090295001864434,99.93,0.009826148563623429,"tensor(70.0600, device='cuda:0')",0.020000000000000004,2048,0,2.2396461963653564,147.67,39058.0,0.0
115,0.015162094831466674,99.908,0.009812114498019218,"tensor(70.0500, device='cuda:0')",0.020000000000000004,2048,0,2.2581396102905273,147.67,39058.0,0.0
116,0.014587410427629947,99.942,0.009817594599723816,"tensor(70.0600, device='cuda:0')",0.020000000000000004,2048,0,2.2466280460357666,147.67,39058.0,0.0
117,0.014924695901572704,99.928,0.009864179319143296,"tensor(69.8300, device='cuda:0')",0.020000000000000004,2048,0,2.2591257095336914,147.67,39058.0,0.0
118,0.01449716955423355,99.932,0.009860825484991073,"tensor(69.9700, device='cuda:0')",0.020000000000000004,2048,0,2.2483749389648438,147.67,39058.0,0.0
119,0.014939550533890724,99.914,0.00980376016497612,"tensor(69.9200, device='cuda:0')",0.020000000000000004,2048,0,2.242582321166992,147.67,39058.0,0.0
120,0.01494523897767067,99.924,0.009780190789699555,"tensor(69.9500, device='cuda:0')",0.004000000000000001,2048,0,2.234790325164795,147.67,39058.0,1.61
121,0.013968303352594375,99.93,0.009810867357254028,"tensor(70.0200, device='cuda:0')",0.004000000000000001,2048,0,2.238903284072876,147.67,39058.0,0.0
122,0.01388220489025116,99.95,0.009747981268167496,"tensor(70.0200, device='cuda:0')",0.004000000000000001,2048,0,2.2383155822753906,147.67,39058.0,0.0
123,0.014107647240161897,99.93,0.009790666562318803,"tensor(70.1000, device='cuda:0')",0.004000000000000001,2048,0,2.2351272106170654,147.67,39058.0,0.0
124,0.013832459338009357,99.936,0.009749148797988891,"tensor(70.1100, device='cuda:0')",0.004000000000000001,2048,0,2.2523374557495117,147.67,39058.0,0.0
125,0.013909819163382053,99.924,0.009767481619119644,"tensor(70.0800, device='cuda:0')",0.004000000000000001,2048,0,2.2398834228515625,147.67,39058.0,0.0
126,0.013662105724215508,99.93,0.009776886194944382,"tensor(69.9400, device='cuda:0')",0.004000000000000001,2048,0,2.223660707473755,147.67,39058.0,0.0
127,0.013529542610049248,99.948,0.009776062256097794,"tensor(70.0100, device='cuda:0')",0.004000000000000001,2048,0,2.226189136505127,147.67,39058.0,0.0
128,0.013584993220865727,99.93,0.009688167119026184,"tensor(70.0900, device='cuda:0')",0.004000000000000001,2048,0,2.2199275493621826,147.67,39058.0,0.0
129,0.013480810970067978,99.94,0.009722423768043519,"tensor(70.1100, device='cuda:0')",0.004000000000000001,2048,0,2.248227834701538,147.67,39058.0,0.0
130,0.01322160143405199,99.94,0.009757973766326904,"tensor(70.1600, device='cuda:0')",0.004000000000000001,2048,0,2.258448839187622,147.67,39058.0,1.9856
131,0.013572099916636944,99.938,0.009701969850063325,"tensor(70.1800, device='cuda:0')",0.004000000000000001,2048,0,2.2465975284576416,147.67,39058.0,0.0
132,0.013621987998485565,99.938,0.009749426698684692,"tensor(70.1900, device='cuda:0')",0.004000000000000001,2048,0,2.234699249267578,147.67,39058.0,0.0
133,0.013307543061673642,99.936,0.009723811942338944,"tensor(70.1200, device='cuda:0')",0.004000000000000001,2048,0,2.2339401245117188,147.67,39058.0,0.0
134,0.013272728435695172,99.942,0.009729826551675796,"tensor(70.1100, device='cuda:0')",0.004000000000000001,2048,0,2.24375319480896,147.67,39058.0,0.0
135,0.013437089957296849,99.946,0.00969561253786087,"tensor(70.1100, device='cuda:0')",0.004000000000000001,2048,0,2.2225518226623535,147.67,39058.0,0.0
136,0.013494393043220042,99.942,0.009698369777202606,"tensor(70.0400, device='cuda:0')",0.004000000000000001,2048,0,2.2453866004943848,147.67,39058.0,0.0
137,0.013394616767764092,99.946,0.009749038934707641,"tensor(70.1200, device='cuda:0')",0.004000000000000001,2048,0,2.2410454750061035,147.67,39058.0,0.0
138,0.013731331080198288,99.936,0.009839154142141341,"tensor(70.0700, device='cuda:0')",0.004000000000000001,2048,0,2.2279129028320312,147.67,39058.0,0.0
139,0.013095311410725117,99.948,0.009812436944246291,"tensor(70.2100, device='cuda:0')",0.004000000000000001,2048,0,2.239274263381958,147.67,39058.0,0.0
140,0.013274814002215862,99.942,0.009696887415647507,"tensor(70.1800, device='cuda:0')",0.004000000000000001,2048,0,2.240642547607422,147.67,39058.0,1.9334
141,0.013445416800677776,99.92,0.00981122431755066,"tensor(70.0600, device='cuda:0')",0.004000000000000001,2048,0,2.236024856567383,147.67,39058.0,0.0
142,0.013406983949244023,99.942,0.009674686908721924,"tensor(70.1000, device='cuda:0')",0.004000000000000001,2048,0,2.2312824726104736,147.67,39058.0,0.0
143,0.013278618268668652,99.918,0.009805979752540588,"tensor(70.0300, device='cuda:0')",0.004000000000000001,2048,0,2.248913288116455,147.67,39058.0,0.0
144,0.013342249244451522,99.956,0.009747551453113555,"tensor(70.2000, device='cuda:0')",0.004000000000000001,2048,0,2.220118522644043,147.67,39058.0,0.0
145,0.013240467458963394,99.93,0.009764391589164733,"tensor(70.0900, device='cuda:0')",0.004000000000000001,2048,0,2.2580361366271973,147.67,39058.0,0.0
146,0.01313701581209898,99.954,0.009654243987798692,"tensor(70.1500, device='cuda:0')",0.004000000000000001,2048,0,2.241016149520874,147.67,39058.0,0.0
147,0.013642875701189041,99.938,0.009681087231636047,"tensor(70.2300, device='cuda:0')",0.004000000000000001,2048,0,2.3581292629241943,147.67,39058.0,0.0
148,0.012944245971739292,99.956,0.009749765729904174,"tensor(70.1600, device='cuda:0')",0.004000000000000001,2048,0,2.2803232669830322,147.67,39058.0,0.0
149,0.013190075531601906,99.946,0.009774027156829833,"tensor(70.1200, device='cuda:0')",0.004000000000000001,2048,0,2.2509334087371826,147.67,39058.0,0.0
150,0.01322631247341633,99.95,0.009715911972522735,"tensor(70.0900, device='cuda:0')",0.004000000000000001,2048,0,2.24698543548584,147.67,39058.0,1.866
151,0.013327606990933417,99.948,0.009742327785491943,"tensor(70.1200, device='cuda:0')",0.004000000000000001,2048,0,2.229524612426758,147.67,39058.0,0.0
152,0.013075850047171116,99.936,0.009658424171805381,"tensor(70.2800, device='cuda:0')",0.004000000000000001,2048,0,2.351933002471924,147.67,39058.0,0.0
153,0.013105349428951741,99.932,0.009738260567188264,"tensor(70.1300, device='cuda:0')",0.004000000000000001,2048,0,2.244313955307007,147.67,39058.0,0.0
154,0.013254139274358749,99.934,0.009715296220779419,"tensor(70.0900, device='cuda:0')",0.004000000000000001,2048,0,2.243809700012207,147.67,39058.0,0.0
155,0.013023113682866096,99.962,0.009727463686466218,"tensor(70.2300, device='cuda:0')",0.004000000000000001,2048,0,2.24560809135437,147.67,39058.0,0.0
156,0.013009608276188373,99.956,0.009746904718875885,"tensor(70.1400, device='cuda:0')",0.004000000000000001,2048,0,2.2499520778656006,147.67,39058.0,0.0
157,0.013036197274923325,99.944,0.009717662447690964,"tensor(70.0600, device='cuda:0')",0.004000000000000001,2048,0,2.247413396835327,147.67,39058.0,0.0
158,0.012826159857213497,99.954,0.00966485212445259,"tensor(70.1800, device='cuda:0')",0.004000000000000001,2048,0,2.244030475616455,147.67,39058.0,0.0
159,0.01306566245853901,99.946,0.009694805711507798,"tensor(70.1800, device='cuda:0')",0.004000000000000001,2048,0,2.223085641860962,147.67,39058.0,0.0
160,0.013156903386116027,99.948,0.00972687435746193,"tensor(70.1000, device='cuda:0')",0.0008000000000000003,2048,0,2.2736563682556152,147.67,39058.0,1.9025
161,0.013056558407843113,99.944,0.009727151989936829,"tensor(70.1000, device='cuda:0')",0.0008000000000000003,2048,0,2.2302334308624268,147.67,39058.0,0.0
162,0.013300391994416714,99.948,0.009751163250207901,"tensor(70.1300, device='cuda:0')",0.0008000000000000003,2048,0,2.232527494430542,147.67,39058.0,0.0
163,0.012412603124976157,99.966,0.009757266664505005,"tensor(70.0600, device='cuda:0')",0.0008000000000000003,2048,0,2.2512381076812744,147.67,39058.0,0.0
