epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,batch_size,epoch_time,eval_time,memory_allocated,memory_reserved,gradient_diversity
1,4.697390501456493,0.836,0.03703430786132812,"tensor(0.9500, device='cuda:0')",0.1,128,0,3.4277524948120117,147.99,234.0,0.1426
2,4.2247240354337965,5.94,0.029768586254119874,"tensor(9.9100, device='cuda:0')",0.1,128,0,3.0931100845336914,146.99,2590.0,2.9835
3,3.6306468720936103,13.032,0.026900852346420288,"tensor(17.5600, device='cuda:0')",0.1,128,0,3.1686630249023438,146.99,2590.0,3.9367
4,3.262907288568404,19.746,0.024970695853233336,"tensor(22.7800, device='cuda:0')",0.1,128,0,3.281559944152832,146.99,2590.0,4.7074
5,2.95408082618128,25.492,0.024218264865875243,"tensor(25.1400, device='cuda:0')",0.1,128,0,3.137406587600708,146.99,2590.0,5.2626
6,2.694831971317301,30.79,0.020327975606918337,"tensor(33.8100, device='cuda:0')",0.1,128,0,3.2481801509857178,146.99,2590.0,5.3169
7,2.4545738056797504,35.866,0.01986964807510376,"tensor(35.8500, device='cuda:0')",0.1,128,0,3.2284514904022217,146.99,2590.0,5.4092
8,2.2347869049862523,40.57,0.017819667720794678,"tensor(40.6800, device='cuda:0')",0.1,128,0,3.257753849029541,146.99,2590.0,5.4427
9,2.067788451528915,44.068,0.016111966979503633,"tensor(45.4900, device='cuda:0')",0.1,128,0,3.2724194526672363,146.99,2590.0,5.3867
10,1.9387639385964863,47.266,0.01618227107524872,"tensor(45.9600, device='cuda:0')",0.1,128,0,3.1249778270721436,146.99,2590.0,5.3914
11,1.4962694220346948,57.906,0.011919316542148591,"tensor(57.8500, device='cuda:0')",0.1,690,0,2.3360586166381836,148.05,452.0,2.0924
12,1.305374413320463,62.772,0.011334258449077607,"tensor(59.7900, device='cuda:0')",0.1,690,0,2.338352680206299,147.05,11882.0,3.7138
13,1.2232092439311824,64.894,0.011220092618465424,"tensor(60.4200, device='cuda:0')",0.1,690,0,2.347827196121216,147.05,11882.0,3.9469
14,1.1644796573952452,66.132,0.011865471029281616,"tensor(59.1000, device='cuda:0')",0.1,690,0,2.2099404335021973,147.05,11882.0,3.9973
15,1.1077373338072267,67.746,0.011342784953117371,"tensor(59.5000, device='cuda:0')",0.1,690,0,2.1921231746673584,147.05,11882.0,3.8963
16,1.0699695242594367,68.73,0.011181316483020783,"tensor(60.8000, device='cuda:0')",0.1,690,0,2.3492379188537598,147.05,11882.0,3.8078
17,1.0298910843182916,69.822,0.011103056621551513,"tensor(60.7400, device='cuda:0')",0.1,690,0,2.2313756942749023,147.05,11882.0,3.7453
18,0.9764146976274987,71.088,0.011106145441532135,"tensor(61.5100, device='cuda:0')",0.1,690,0,2.3808085918426514,147.05,11882.0,3.683
19,0.9374728423275359,72.242,0.01111295735836029,"tensor(61.5000, device='cuda:0')",0.1,690,0,2.2133030891418457,147.05,11882.0,3.5828
20,0.9088993505255817,72.88,0.012409296584129334,"tensor(58.9600, device='cuda:0')",0.1,690,0,2.213329553604126,147.05,11882.0,3.538
21,0.7582197070121766,77.312,0.009549958443641662,"tensor(66.3700, device='cuda:0')",0.1,2048,0,2.3496909141540527,148.3,490.0,0.0
22,0.617136116027832,81.994,0.009283232855796814,"tensor(67.2000, device='cuda:0')",0.1,2048,0,2.3651397228240967,148.3,21780.0,0.0
23,0.5525632190704346,83.59,0.009528159308433534,"tensor(66.6900, device='cuda:0')",0.1,2048,0,2.1978776454925537,148.3,21780.0,0.0
24,0.5110483157634735,85.076,0.009821024364233016,"tensor(66.5100, device='cuda:0')",0.1,2048,0,2.1983957290649414,148.3,21780.0,0.0
25,0.4760597836971283,86.062,0.009761900222301483,"tensor(66.2500, device='cuda:0')",0.1,2048,0,2.2222888469696045,148.3,21780.0,0.0
26,0.44482799887657165,86.842,0.009839679473638535,"tensor(66.2700, device='cuda:0')",0.1,2048,0,2.2013821601867676,148.3,21780.0,0.0
27,0.4148204159736633,87.846,0.010115407985448837,"tensor(66.0700, device='cuda:0')",0.1,2048,0,2.2116150856018066,148.3,21780.0,0.0
28,0.3870687973499298,88.732,0.010293253189325332,"tensor(66.2800, device='cuda:0')",0.1,2048,0,2.1999638080596924,148.3,21780.0,0.0
29,0.3683268916606903,89.164,0.010602477526664733,"tensor(66.1000, device='cuda:0')",0.1,2048,0,2.2076833248138428,148.3,21780.0,0.0
30,0.3491500282287598,89.808,0.01047078070640564,"tensor(66.0300, device='cuda:0')",0.1,2048,0,2.2016751766204834,147.67,39022.0,2.2528
31,0.32938470363616945,90.456,0.010739996546506881,"tensor(65.0800, device='cuda:0')",0.1,2048,0,2.1857097148895264,147.67,39022.0,0.0
32,0.3059800601005554,91.21,0.01077631802558899,"tensor(65.8600, device='cuda:0')",0.1,2048,0,2.191735029220581,147.67,39022.0,0.0
33,0.29038817644119264,91.642,0.010991372537612915,"tensor(65.3800, device='cuda:0')",0.1,2048,0,2.2280306816101074,147.67,39022.0,0.0
34,0.28235737919807435,91.784,0.011534951621294021,"tensor(63.8800, device='cuda:0')",0.1,2048,0,2.2290751934051514,147.67,39022.0,0.0
35,0.25961767852306367,92.74,0.0111211758852005,"tensor(65.1100, device='cuda:0')",0.1,2048,0,2.2284398078918457,147.67,39022.0,0.0
36,0.24762897968292236,93.008,0.011360797238349915,"tensor(65.7800, device='cuda:0')",0.1,2048,0,2.20028018951416,147.67,39022.0,0.0
37,0.23708861589431762,93.348,0.011112608957290649,"tensor(65.8200, device='cuda:0')",0.1,2048,0,2.2067787647247314,147.67,39022.0,0.0
38,0.22174232006072997,93.816,0.011529458045959473,"tensor(64.6000, device='cuda:0')",0.1,2048,0,2.2029318809509277,147.67,39022.0,0.0
39,0.222180415391922,93.848,0.01190779492855072,"tensor(64.4400, device='cuda:0')",0.1,2048,0,2.2129974365234375,147.67,39022.0,0.0
40,0.2141871476173401,93.946,0.011620806121826172,"tensor(65.1400, device='cuda:0')",0.1,2048,0,2.196476459503174,147.67,39022.0,2.1018
41,0.20824799001216887,94.268,0.011244397807121278,"tensor(65.5500, device='cuda:0')",0.1,2048,0,2.1982269287109375,147.67,39022.0,0.0
42,0.19766601502895356,94.426,0.01183040120601654,"tensor(64.3500, device='cuda:0')",0.1,2048,0,2.2176413536071777,147.67,39022.0,0.0
43,0.18935370564460755,94.736,0.012008653807640076,"tensor(64.4500, device='cuda:0')",0.1,2048,0,2.209747552871704,147.67,39022.0,0.0
44,0.1831891930103302,94.946,0.011655145943164826,"tensor(65.5100, device='cuda:0')",0.1,2048,0,2.203335762023926,147.67,39022.0,0.0
45,0.17113962531089782,95.486,0.01169992077946663,"tensor(65.3500, device='cuda:0')",0.1,2048,0,2.192821741104126,147.67,39022.0,0.0
46,0.16362866640090942,95.67,0.011272019684314728,"tensor(66.3400, device='cuda:0')",0.1,2048,0,2.2126758098602295,147.67,39022.0,0.0
47,0.15646718502044676,95.93,0.01129162380695343,"tensor(65.3900, device='cuda:0')",0.1,2048,0,2.2206077575683594,147.67,39022.0,0.0
48,0.1517619627714157,95.972,0.011934807908535003,"tensor(64.5900, device='cuda:0')",0.1,2048,0,2.211003541946411,147.67,39022.0,0.0
49,0.14801810979843139,96.116,0.01150264892578125,"tensor(65.6300, device='cuda:0')",0.1,2048,0,2.195286512374878,147.67,39022.0,0.0
50,0.1368064934015274,96.48,0.011800092589855194,"tensor(65.5500, device='cuda:0')",0.1,2048,0,2.2073733806610107,147.67,39022.0,2.0906
